id,text,source,:LABEL
111,The easiest way is to take the hard side of a dry kitchen sponge and gently wipe the affected area in a circular motion a few times.,../data/mk4s_manuel/First_layer_issues.md,Sentence
112,Another option is to use fine-grit sandpaper (400-600) and lightly give the sheet a rub.,../data/mk4s_manuel/First_layer_issues.md,Sentence
113,Wipe over with IPA after doing so.,../data/mk4s_manuel/First_layer_issues.md,Sentence
114,| Smooth PEI sheet                    | *,../data/mk4s_manuel/First_layer_issues.md,Sentence
115,"Isopropyl alcohol 90%+ (IPA) -best degreaser<br>* Warm water + few drops with  <br>  dish soap (in case IPA doesn’t  <br>  remove sugar residue on the  <br>  sheet)<br>* Acetone - once in a while to  <br>  rejuvenate the sheet | Use glue stick when printing FLEX, PETG, and other PET-based materials, as well as ABS and ASA.",../data/mk4s_manuel/First_layer_issues.md,Sentence
116,<br>IPA + PETG will cause the print to adhere very strongly to the sheet.,../data/mk4s_manuel/First_layer_issues.md,Sentence
117,Removing it could be extremely difficult.,../data/mk4s_manuel/First_layer_issues.md,Sentence
118,"|
| ---------------------------------------",../data/mk4s_manuel/First_layer_issues.md,Sentence
119,| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,../data/mk4s_manuel/First_layer_issues.md,Sentence
120,| -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,../data/mk4s_manuel/First_layer_issues.md,Sentence
121,| Textured powder-coated<br>sheet | *,../data/mk4s_manuel/First_layer_issues.md,Sentence
122,Isopropyl alcohol 90%+ (IPA) -<br>best degreaser                                                                                                                                                                                   | Never use acetone!,../data/mk4s_manuel/First_layer_issues.md,Sentence
123,"|
| Satin powder-coated sheet           | *",../data/mk4s_manuel/First_layer_issues.md,Sentence
124,Isopropyl alcohol 90%+ (IPA) -<br>best degreaser                                                                                                                                                                                   | Never use acetone!,../data/mk4s_manuel/First_layer_issues.md,Sentence
125,"|

Special print sheets

For print sheets that are NOT smooth, satin, or textured, the surface preparation procedure can differ from sheet to sheet.",../data/mk4s_manuel/First_layer_issues.md,Sentence
126,Follow the procedures outlined in their dedicated articles.,../data/mk4s_manuel/First_layer_issues.md,Sentence
127,"* Special PA Nylon steel sheet](http://help.prusa3d.com/article/special-pa-nylon-steel-sheet_341570)
* PP steel sheet

The nozzle is too close/far from the sheet (MK2/S, MK2.5/S, MK3/S/+, MK3.5/S)

If the nozzle is too close to the printing bed, there won’t be enough room for the plastic to come out of the extruder.",../data/mk4s_manuel/First_layer_issues.md,Sentence
128,"By having the nozzle too close to the print surface, you will essentially block its opening, so that no plastic can be extruded.",../data/mk4s_manuel/First_layer_issues.md,Sentence
129,You can easily recognize this issue when the printer does not extrude plastic for the first layer or two.,../data/mk4s_manuel/First_layer_issues.md,Sentence
130,Use the Live Adjust Z function and First Layer Calibration (i3) options to tweak the height of the nozzle.,../data/mk4s_manuel/First_layer_issues.md,Sentence
131,You perform the calibration from _LCD Menu –> Calibration –> First layer calibration_.,../data/mk4s_manuel/First_layer_issues.md,Sentence
132,"For more information on this procedure, please see the dedicated article First Layer Calibration (i3).",../data/mk4s_manuel/First_layer_issues.md,Sentence
133,"Speed and temperature

Decrease the printing speed

If the steps described above didn’t help, then try decreasing the printing speed.",../data/mk4s_manuel/First_layer_issues.md,Sentence
134,"The easiest way how to do it is by rotating the knob during the printing process, lowering the percentage.",../data/mk4s_manuel/First_layer_issues.md,Sentence
135,"Counterclockwise = decrease speed, Clockwise = increase speed.",../data/mk4s_manuel/First_layer_issues.md,Sentence
136,"We suggest decreasing the speed to about 75% for the first three layers, and then returning it to normal.",../data/mk4s_manuel/First_layer_issues.md,Sentence
137,"Use recommended printing temperatures

Make sure to use the recommended nozzle and heatbed temperatures.",../data/mk4s_manuel/First_layer_issues.md,Sentence
138,"PrusaSlicer will configure them correctly based on the selected material, so you don’t need to adjust the temperatures manually on the printer itself.",../data/mk4s_manuel/First_layer_issues.md,Sentence
139,"If you are experimenting with new materials that don’t adhere well, you can try to increase the heatbed temperature by 5-10 °C.",../data/mk4s_manuel/First_layer_issues.md,Sentence
140,This way the plastic will stick a bit better.,../data/mk4s_manuel/First_layer_issues.md,Sentence
141,"A full or partial clog

The extruder could be clogged.",../data/mk4s_manuel/First_layer_issues.md,Sentence
142,"This can happen either when excessive debris gets stuck inside the nozzle, when hot plastic is kept inside the extruder for too long, or when the thermal cooling for the extruder is not sufficient and the filament begins to soften outside of the desired melt zone.",../data/mk4s_manuel/First_layer_issues.md,Sentence
143,"Please see our dedicated article Clogged nozzle/hotend (MK3.5/S, MK3S+, MK2.5S).",../data/mk4s_manuel/First_layer_issues.md,Sentence
144,"Uneven surface

If your print surface is not flat and the alignment of the mesh does not help, to achieve a flat print surface, a temporary solution is to add a piece of paper under the uneven area of the steel sheet.",../data/mk4s_manuel/First_layer_issues.md,Sentence
145,"A more permanent solution would be to perform the firmware Bed Level Correction.

Correctly placed sheet

Before printing, make sure that you have the print plate properly installed, and that there are no leftovers from the previous print or a piece of loose filament that could affect the sheet position.",../data/mk4s_manuel/First_layer_issues.md,Sentence
146,"Also, make sure that the sheet is straight and not bent or damaged.",../data/mk4s_manuel/First_layer_issues.md,Sentence
147,"Brim

Before you consider applying extra adhesion materials onto the bed, consider using the Brim option in PrusaSlicer, which increases the surface area of the first layer.",../data/mk4s_manuel/First_layer_issues.md,Sentence
148,See our dedicated article Skirt and Brim.,../data/mk4s_manuel/First_layer_issues.md,Sentence
149,"Expansion joints (CORE One, MK4/S, MK3.9/S, MK3.5/S)

Having the expansion joints in the wrong orientation can cause an uneven first layer.",../data/mk4s_manuel/First_layer_issues.md,Sentence
150,Make sure that all of them have the full side facing the center of the carriage.,../data/mk4s_manuel/First_layer_issues.md,Sentence
151,"Nozzle conditions (CORE One, MK4/S, MK3.9/S)",../data/mk4s_manuel/First_layer_issues.md,Sentence
152,The nozzle on the Nextruder has to be at the correct height.,../data/mk4s_manuel/First_layer_issues.md,Sentence
153,"If you are not sure if the height is correct, open the thumb screws on the side of the heatbreak, and push the nozzle up.",../data/mk4s_manuel/First_layer_issues.md,Sentence
154,"Tighten the thumb screws just by hand, do not use any tools.",../data/mk4s_manuel/First_layer_issues.md,Sentence
155,"If you have a Nozzle Adapter, check the installation again to make sure that the nozzle has not been lowered with the installation of the adapter.",../data/mk4s_manuel/First_layer_issues.md,Sentence
156,"Nozzle conditions (XL)

On single-tool XL, after removing the x-carriage cover, hold the heater block (make sure that the nozzle is not heated!), and use the Torx TX8 key as shown in the picture to tighten the set screw.",../data/mk4s_manuel/First_layer_issues.md,Sentence
157,"Do not use extra force while tightening, it may damage the hotend tube.",../data/mk4s_manuel/First_layer_issues.md,Sentence
158,The nozzle must be approximately at a 35°-40° angle to avoid damaging the hotend cables.,../data/mk4s_manuel/First_layer_issues.md,Sentence
159,"On multi-tool XL, identify the tool that has the nozzle to be checked, and park it.",../data/mk4s_manuel/First_layer_issues.md,Sentence
160,"Hold the heater block (make sure that the nozzle is not heated!), and use the Torx TX8 key in the part shown in the picture to tighten the set screw.",../data/mk4s_manuel/First_layer_issues.md,Sentence
161,"Do not use extra force while tightening, it may damage the hotend tube.",../data/mk4s_manuel/First_layer_issues.md,Sentence
162,The nozzle must be approximately at a 35°-40° angle to avoid damaging the hotend cables.,../data/mk4s_manuel/First_layer_issues.md,Sentence
163,"LoadCell check (CORE One, MK4/S, MK3.9, XL)",../data/mk4s_manuel/First_layer_issues.md,Sentence
164,"If the filament is loaded while the printer is doing the leveling at the start of a print, check if the extruder is not pulling the filament down by loosening the filament spool a little.",../data/mk4s_manuel/First_layer_issues.md,Sentence
165,"If you have the filament being fed by a PTFE tube, make sure that the tube is not short.",../data/mk4s_manuel/First_layer_issues.md,Sentence
166,"After the previous checks, go into the printer menu to _Control -> Calibrations & tests -> Loadcell test_, and make the LoadCell test per screen instructions.",../data/mk4s_manuel/First_layer_issues.md,Sentence
167,"Mechanical checks (XL)

Core XY

If your first layer is showing one side higher than the others on the Original Prusa XL, check the assembly of the Core for any loose screws which hold the Core to the four extrusions.",../data/mk4s_manuel/First_layer_issues.md,Sentence
168,"Also, use the torque indicator, available for printing in the XL printable parts page, in the _Others_ folder, to make sure the screws are tightened correctly.",../data/mk4s_manuel/First_layer_issues.md,Sentence
169,"Heatbed Tiles

Check if any of the screws under each heatbed tiles are loose.",../data/mk4s_manuel/First_layer_issues.md,Sentence
170,You can refer to the heatbed tile replacement guide to access the parts and check them.,../data/mk4s_manuel/First_layer_issues.md,Sentence
171,"Z-axis bearing housing

The Z-axis bearing housings are the end-stop for the Z-axis.",../data/mk4s_manuel/First_layer_issues.md,Sentence
172,It is important to have a small clearance between the Z-axis bearing housings and the heatbed frame when the printer is at the top position.,../data/mk4s_manuel/First_layer_issues.md,Sentence
173,"This way, during the mesh bed leveling and the autohome procedures, there can be an ideal amount of small contact between the nozzle and the print surface.",../data/mk4s_manuel/First_layer_issues.md,Sentence
174,Too small of a clearance can cause the Nozzle Cleaning Failed warning message to appear.,../data/mk4s_manuel/First_layer_issues.md,Sentence
175,"In this case, in order to achieve the ideal clearance, slightly loosen the bolts holding the bearing housings in place.",../data/mk4s_manuel/First_layer_issues.md,Sentence
176,"If the warning message still appears, slightly loosen the mentioned bolts once again, keeping in mind to still have the Z-axis bearing housings reasonably tight and held in place.",../data/mk4s_manuel/First_layer_issues.md,Sentence
177,"Once you find an ideal tightness for the bolts that works and holds the Z-axis bearing housings in place, keep the change permanent.",../data/mk4s_manuel/First_layer_issues.md,Sentence
178,"The Benchy hull line

When printing the famous 3DBenchy test model, you may notice a horizontal line at the hull’s widest part.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
179,This is not a print defect but rather a feature of the model itself.,../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
180,The line represents the waterline of the boat.,../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
181,It is intentionally modeled into the 3D file.,../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
182,"Therefore, you do not need to troubleshoot your printer or slicer settings if you observe this line.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
183,"Layer shifting

Layer shifting occurs when one layer is printed offset relative to the previous one.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
184,This results in the whole upper part of the print being shifted.,../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
185,It can happen in one or both axes.,../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
186,"Common causes

- Loose or misaligned belts
- Obstructions on the print bed
- Stepper motor driver overheating
- Printer frame or axis components not tightened properly

Fixes

- Check and tighten belts
- Remove any obstructions
- Improve cooling for the stepper drivers
- Verify mechanical assembly and re-tighten screws if necessary

SD cards and USB drives

Sometimes print issues originate from corrupted or incompatible SD cards / USB drives.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
187,"Tips

- Always format cards in FAT32 before using them with your printer.
- Avoid cheap or unbranded cards; use quality brands.
- If you experience random print failures, try another card or drive.
- Safely eject cards from your computer to prevent corruption.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
188,"Extruder blob

An extruder blob, also called a “blob of doom,” is a large accumulation of filament around the nozzle and hotend.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
189,It happens when a print detaches from the bed and sticks to the nozzle instead.,../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
190,"Prevention

- Ensure proper first layer adhesion (clean bed, correct Z-offset).",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
191,"- Use adhesives like glue stick if needed.
- Check filament path is not obstructed.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
192,"Fix

- Carefully heat the nozzle to soften the blob.
- Remove material with pliers or tweezers.",../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
193,- Inspect hotend for damage before resuming prints.,../data/mk4s_manuel/The_Benchy_hull_line.md,Sentence
194,"Layer shifting
==============

Layer shifting is a printing issue that causes the layers of the printed object to shift from their intended positions.",../data/mk4s_manuel/Layer_shifting.md,Sentence
195,"It is usually associated with an abnormal movement of the X-axis and/or the Y-axis, leading the extruder head to be misaligned mid-printing.",../data/mk4s_manuel/Layer_shifting.md,Sentence
196,"In order to troubleshoot the issue correctly, it is crucial to recognize in which axis the layers shifted.",../data/mk4s_manuel/Layer_shifting.md,Sentence
197,See the three photos below demonstrating three different kinds of layer shifts.,../data/mk4s_manuel/Layer_shifting.md,Sentence
198,Troubleshooting is the same for both axes.,../data/mk4s_manuel/Layer_shifting.md,Sentence
199,Layer shifts are most often caused by the wrong tension of the belts or pulleys not being secure.,../data/mk4s_manuel/Layer_shifting.md,Sentence
200,"Prusa CORE One

Check your printer’s power mode",../data/mk4s_manuel/Layer_shifting.md,Sentence
201,Run the printer in normal mode rather than in the stealth mode.,../data/mk4s_manuel/Layer_shifting.md,Sentence
202,You can change the power mode in _LCD Menu -> Settings_.,../data/mk4s_manuel/Layer_shifting.md,Sentence
203,The stealth mode is perfect for small and simple objects.,../data/mk4s_manuel/Layer_shifting.md,Sentence
204,"For bigger or more complex prints, the normal mode is recommended.",../data/mk4s_manuel/Layer_shifting.md,Sentence
205,"Check the XY axes movement and the belt tension

Test movements both from the printer menu (_LCD Menu -> Control -> Move Axis_), and with the printer cold and off, by hand.",../data/mk4s_manuel/Layer_shifting.md,Sentence
206,"When testing the movements by hand, test both movements along the X and Y axes, and also along both diagonals.",../data/mk4s_manuel/Layer_shifting.md,Sentence
207,"While an inconsistency in X or Y axis movement is most likely related to the belt tension, an inconsistent diagonal movement is related to the motor that controls that diagonal, or the pulley attached to it.",../data/mk4s_manuel/Layer_shifting.md,Sentence
208,"To check and adjust the belt tension, follow the guidelines from the dedicated belt adjustment guide.",../data/mk4s_manuel/Layer_shifting.md,Sentence
209,"When adjusting the belt tension, do not lose alignment of the CoreXY.",../data/mk4s_manuel/Layer_shifting.md,Sentence
210,"Check your X/Y axis motors and pulleys

If one of the motor pulleys loosens over time, it will misalign and contribute to inconsistent movement.",../data/mk4s_manuel/Layer_shifting.md,Sentence
211,The pulleys are positioned differently on each of the two XY motors.,../data/mk4s_manuel/Layer_shifting.md,Sentence
212,"Each motor pulley has two set screws, one of which has to be aligned with the flat part of the motor shaft.",../data/mk4s_manuel/Layer_shifting.md,Sentence
213,"Looking from the front of the printer: 

* Left 
  
  *",../data/mk4s_manuel/Layer_shifting.md,Sentence
214,The teeth for the belt are above the set screws.,../data/mk4s_manuel/Layer_shifting.md,Sentence
215,*,../data/mk4s_manuel/Layer_shifting.md,Sentence
216,"Right
  
  *",../data/mk4s_manuel/Layer_shifting.md,Sentence
217,The teeth for the belt are below the set screws.,../data/mk4s_manuel/Layer_shifting.md,Sentence
218,"Original Prusa MK-series

Check your printer’s power mode",../data/mk4s_manuel/Layer_shifting.md,Sentence
219,Run the printer in normal mode rather than in the stealth mode.,../data/mk4s_manuel/Layer_shifting.md,Sentence
220,You can change the power mode in _LCD Menu -> Settings._,../data/mk4s_manuel/Layer_shifting.md,Sentence
221,The stealth mode is perfect for small and simple objects.,../data/mk4s_manuel/Layer_shifting.md,Sentence
